Client,Practice Area,Matter Number,Matter Description,Responsible Attorney,Originating Attorney,Billable,Latest Bill,Attorney Name,Role,Practice Group ,Practice Description,Summary ,Area of Expertise,Education,Contact
Olivia Su,Corporate & Securities,03346-Su-Consultation Phone Call,Consultation Phone Call,Emma Thompson,Emma Thompson,Yes,7/31/23,,,,,,,,
Quindar Inc.,Litigation,03351-Quindar Inc.-Bid protest re: NOAA proposal,Bid protest re: NOAA proposal,Eric Blatt,Eric Blatt,Yes,10/5/23,,,,,,,,
Quindar Inc.,Corporate & Securities,04476-Quindar Inc.-General corporate advisory,General corporate advisory,,Brian Detwiler,Yes,7/5/24,,,,,,,,
Quindar Inc.,Patents,04477-Quindar Inc.-IP Assessment,IP Assessment,,Brian Detwiler,Yes,4/3/24,,,,,,,,
Retain.ai,Corporate & Securities,03357-Retain.ai-Project Rigel,Project Rigel,Steve Forbes,Steve Forbes,Yes,9/9/23,,,,,,,,
ReplyAssist,Corporate & Securities,03358-ReplyAssist-General Corporate,General Corporate,Steve Forbes,Steve Forbes,Yes,5/14/24,,,,,,,,
Brezden Allen Dickerson,Corporate & Securities,03360-Dickerson-General Entertainment Counsel,General Entertainment Counsel,Alandis Brassel,Alandis Brassel,Yes,10/4/23,,,,,,,,
Durandal Inc,Corporate & Securities,03364-Durandal Inc.-General Corporate Counseling,General Corporate Counseling,Katy Barreto,Katy Barreto,Yes,3/6/24,,,,,,,,
Durandal Inc,Litigation,"03425-Durandal, Inc.-Non-Disclosure Agreement",Non-Disclosure Agreement,Tim Furin,Tim Furin,Yes,,,,,,,,,
Durandal Inc,Litigation,"03426-Durandal, Inc.-General",General,Tim Furin,Tim Furin,Yes,1/5/24,,,,,,,,
GEGI LLC,Corporate & Securities,03365-GEGI LLC-Sanctions Counseling,Sanctions Counseling,Jeff Lord,Jeff Lord,Yes,9/7/23,,,,,,,,
James Wilson,Corporate & Securities,03366-Wilson-Super Media Inc. - Corporate Counsel,Super Media Inc. - Corporate Counsel,Chris Jones,Chris Jones,Yes,8/4/23,,,,,,,,
Helcim USA Inc.,Litigation,03367-Helcim USA Inc.-US Collection Matters,US Collection Matters,Chuck Kraus,Chuck Kraus,Yes,9/7/23,,,,,,,,
"Slingshot Media, Inc.",Corporate & Securities,"03369-Slingshot Media, Inc.-Fundraising and Corporate Counsel",Fundraising and Corporate Counsel,Brian Scherer,Brian Scherer,Yes,9/7/23,,,,,,,,
Rooted Lending Inc.,Fintech & Financial Services,03371-Rooted Lending Inc.-General Corporate,General Corporate,Jason Altieri,Jason Altieri,Yes,1/10/24,,,,,,,,
"Conviction Labs, LLC",Corporate & Securities,"03375-Conviction Labs, LLC-General Corporate",General Corporate,Trey Calver,Trey Calver,Yes,2/5/24,,,,,,,,
"Merlin Labs, Inc.",Corporate & Securities,"03376-Merlin Labs, Inc.-Government contract and intellectual property services",Government contract and intellectual property services,Eric Blatt,Eric Blatt,Yes,7/9/24,,,,,,,,
"Merlin Labs, Inc.",Corporate & Securities,"04689-Merlin Labs, Inc.-Employment Legal Services",Employment Legal Services,Eric Blatt,Eric Blatt,Yes,7/9/24,,,,,,,,
Treasury Prime Inc.,Litigation,03378-Treasury Prime Inc.-Twig Group Ltd. Dispute,Twig Group Ltd. Dispute,Jamie Wells,Jamie Wells,Yes,12/5/23,,,,,,,,
Sara Griffin,Litigation,03379-Griffin-California Department of Real Estate Investigation,California Department of Real Estate Investigation,Doug Mitchell,Doug Mitchell,Yes,1/4/24,,,,,,,,
Business Mission Edge,Litigation,03392-Business Mission Edge-General,General,Tim Furin,Tim Furin,Yes,,,,,,,,,
Quality Specialty Products,Litigation,03394-Quality Specialty Products-General,General,Tim Furin,Tim Furin,Yes,,,,,,,,,
Eiden Systems Corporation,Litigation,03402-Eiden Systems Corporation-General,General,Tim Furin,Tim Furin,Yes,,,,,,,,,
Eiden Systems Corporation,Litigation,03977-Eiden Systems Corporation-Corporate Restructuring,Corporate Restructuring,Tim Furin,Tim Furin,Yes,3/4/24,,,,,,,,
Integrated Management Strategies,Litigation,03405-Integrated Management Strategies-General,General,Tim Furin,Tim Furin,Yes,7/8/24,,,,,,,,
Integrated Management Strategies,Corporate & Securities,05166-Integrated Management Strategies-Change of Control Executive Retention Agreement,Change of Control Executive Retention Agreement,,Tim Furin,Yes,7/11/24,,,,,,,,
InfoTek Corporation,Litigation,03406-InfoTek Corporation-General,General,Tim Furin,Tim Furin,Yes,,,,,,,,,
Charlottesville Abundant Life Ministries,Litigation,03411-Charlottesville Abundant Life Ministries-ERTC Express,ERTC Express,Tim Furin,Tim Furin,Yes,,,,,,,,,
Plasma Water Solutions,Litigation,03417-Plasma Water Solutions-General Federal Government Contracting,General Federal Government Contracting,Tim Furin,Tim Furin,Yes,,,,,,,,,
"H&S Construction and Mechanical, Inc.",Litigation,"03428-H&S Construction and Mechanical, Inc.-General",General,Tim Furin,Tim Furin,Yes,7/8/24,,,,,,,,
"H&S Construction and Mechanical, Inc.",Litigation,"04552-H&S Construction and Mechanical, Inc.-Civil Action No. 24-CV-994 (A. Ortigoza)",Civil Action No. 24-CV-994 (A. Ortigoza),,Tim Furin,Yes,7/15/24,,,,,,,,
OSC Edge,Litigation,03430-OSC Edge-General,General,Tim Furin,Tim Furin,Yes,2/2/24,,,,,,,,
"Segment HR, LLC",Corporate & Securities,"03990-Segment HR, LLC-Government contract services",Government contract services,,Tim Furin,Yes,2/2/24,,,,,,,,
Regiment Construction Corp.,Litigation,03386-Regiment Construction Corp.-NYANG (Gabreski Airport Fire Station),NYANG (Gabreski Airport Fire Station),Tim Furin,Tim Furin,Yes,,,,,,,,,
Regiment Construction Corp.,Litigation,03387-Regiment Construction Corp.-VA (Lyons Medical Center Phase II),VA (Lyons Medical Center Phase II),Tim Furin,Tim Furin,Yes,7/15/24,,,,,,,,
Regiment Construction Corp.,Litigation,03388-Regiment Construction Corp.-DoL (Wage and Hour Investigation),DoL (Wage and Hour Investigation),Tim Furin,Tim Furin,Yes,7/15/24,,,,,,,,
Mountain Movers/Ainsworth-Benning,Litigation,03389-Mountain Movers/Ainsworth-Benning-Fort Peck,Fort Peck,Tim Furin,Tim Furin,Yes,7/2/24,,,,,,,,
Mountain Movers/Ainsworth-Benning,Litigation,03390-Mountain Movers/Ainsworth-Benning-Snake Creek,Snake Creek,Tim Furin,Tim Furin,Yes,,,,,,,,,
Mountain Movers/Ainsworth-Benning,Litigation,03413-Mountain Movers/Ainsworth-Benning-Ellsworth CDC,Ellsworth CDC,Tim Furin,Tim Furin,Yes,12/4/23,,,,,,,,
"CommsBlack, LC",Litigation,"03391-CommsBlack, LC-General",General,Tim Furin,Tim Furin,Yes,,,,,,,,,
Winston A. Turnage,Litigation,03393-Winston A. Turnage-U.S. Army Investigation,U.S. Army Investigation,Tim Furin,Tim Furin,Yes,,,,,,,,,
"Apptronik, Inc.",Litigation,"03395-Apptronik, Inc.-General",General,Tim Furin,Tim Furin,Yes,,,,,,,,,
"Apptronik, Inc.",Litigation,"03418-Apptronik, Inc.-IP Strategy",IP Strategy,Tim Furin,Tim Furin,Yes,,,,,,,,,
TransOx,Litigation,03396-TransOx-General,General,Tim Furin,Tim Furin,Yes,6/4/24,,,,,,,,
"Interstate Panel, LLC",Litigation,"03397-Interstate Panel, LLC-General",General,Tim Furin,Tim Furin,Yes,6/4/24,,,,,,,,
"BCD Travel USA, LLC",Litigation,"03399-BCD Travel USA, LLC-General",General,Tim Furin,Tim Furin,Yes,,,,,,,,,
GovCon Law Group,Litigation,03400-GovCon Law Group-GovCon Law Group Dissolution,GovCon Law Group Dissolution,Tim Furin,Tim Furin,Yes,,,,,,,,,
"Teracore, Inc.",Litigation,"03401-Teracore, Inc.-General",General,Tim Furin,Tim Furin,Yes,2/2/24,,,,,,,,
"Aerobodies, Inc.",Litigation,"03407-Aerobodies, Inc.-General",General,Tim Furin,Tim Furin,Yes,4/2/24,,,,,,,,
Pamunkey Indian Enterprises Professional Services,Litigation,03408-Pamunkey Indian Enterprises Professional Services-General,General,Tim Furin,Tim Furin,Yes,6/4/24,,,,,,,,
Pamunkey Indian Enterprises Professional Services,Litigation,03409-Pamunkey Indian Enterprises Professional Services-Teaming Agreement and Subcontract Review,Teaming Agreement and Subcontract Review,Tim Furin,Tim Furin,Yes,,,,,,,,,
"Global Dynamic Consulting, Inc.",Litigation,"03410-Global Dynamic Consulting, Inc.-General",General,Tim Furin,Tim Furin,Yes,,,,,,,,,
"FitRankings, Inc.",Litigation,"03412-FitRankings, Inc.-SBIR Phase III (Holistic Integrated Wellness Program)",SBIR Phase III (Holistic Integrated Wellness Program),Tim Furin,Tim Furin,Yes,,,,,,,,,
"FitRankings, Inc.",Litigation,"03414-FitRankings, Inc.-Request for Equitable Adjustment",Request for Equitable Adjustment,Tim Furin,Tim Furin,Yes,,,,,,,,,
"Scale, LLP",Litigation,"03415-Scale, LLP-Scale LLP (1099)",Scale LLP (1099),Tim Furin,Tim Furin,Yes,,,,,,,,,
"LOGMET, LLC",Litigation,"03416-LOGMET, LLC-Bid Protest",Bid Protest,Tim Furin,Tim Furin,Yes,,,,,,,,,
"Blue Eagle GPS, LLC",Litigation,"03420-Blue Eagle GPS, LLC-NDA, Teaming Agreement, & Subcontract Agreement","NDA, Teaming Agreement, & Subcontract Agreement",Tim Furin,Tim Furin,Yes,,,,,,,,,
"Blue Eagle GPS, LLC",Litigation,"03427-Blue Eagle GPS, LLC-General",General,Tim Furin,Tim Furin,Yes,,,,,,,,,
"Kerberos International, Inc.",Litigation,"03421-Kerberos International, Inc.-General Federal Government Contracting",General Federal Government Contracting,Tim Furin,Tim Furin,Yes,,,,,,,,,
DMS Contracting Inc.,Litigation,03422-DMS Contracting Inc.-Request for Equitable Adjustment (Scott AFB),Request for Equitable Adjustment (Scott AFB),Tim Furin,Tim Furin,Yes,,,,,,,,,
Stefanie Bivins,Litigation,03424-Stefanie Bivins-Security Clearance Revocation,Security Clearance Revocation,Tim Furin,Tim Furin,Yes,,,,,,,,,
CareStarter,Litigation,03429-CareStarter-General,General,Tim Furin,Tim Furin,Yes,6/4/24,,,,,,,,
Visionary Solutions,Litigation,03431-Visionary Solutions-General,General,Tim Furin,Tim Furin,Yes,7/2/24,,,,,,,,
Visionary Solutions,Litigation,03891-Visionary Solutions-DoD IG Complaint,DoD IG Complaint,Tim Furin,Tim Furin,Yes,6/4/24,,,,,,,,
Shartsis Friese LLP,Corporate & Securities,03434-Shartsis Friese LLP-Pinto and Rachid,Pinto and Rachid,Jonathan Van Loo,Jonathan Van Loo,Yes,9/7/23,,,,,,,,
Shartsis Friese LLP,Corporate & Securities,04291-Shartsis Friese LLP-Square Enix,Square Enix,Jonathan Van Loo,Jonathan Van Loo,Yes,3/6/24,,,,,,,,
Sonja Kristiansen and Jack Pollard,Real Estate & Land Use,03433-Sonja Kristiansen and Jack Pollard-Advice and counsel re 319 A Paiute Drive,Advice and counsel re 319 A Paiute Drive,Marissa Fox,Marissa Fox,Yes,1/17/24,,,,,,,,
Willie Mendelson,Corporate & Securities,03436-Mendelson-Investment Entity Formation,Investment Entity Formation,Dori Karjian,Dori Karjian,Yes,9/7/23,,,,,,,,
"Surface Science, LLC",Corporate & Securities,"03437-Surface Science, LLC-Government contract, intellectual property, and corporate services","Government contract, intellectual property, and corporate services",Eric Blatt,Eric Blatt,Yes,9/11/23,,,,,,,,
RDRTec Incorporated,Trademark/Copyright,03441-RDRTec Incorporated-Trademark Portfolio,Trademark Portfolio,James Creedon,James Creedon,Yes,8/31/23,,,,,,,,
Ed Kelly,Real Estate & Land Use,03444-Kelly-CKC STANCO Contract Dispute,CKC STANCO Contract Dispute,Robin Shofner,Robin Shofner,Yes,7/8/24,,,,,,,,
Charel Winston,Real Estate & Land Use,03446-Winston-Winston v. Budget Moving and Storage,Winston v. Budget Moving and Storage,Robin Shofner,Robin Shofner,Yes,7/8/24,,,,,,,,
Charel Winston,Real Estate & Land Use,03683-Winston-General Legal Advice re: Pending Litigation,General Legal Advice re: Pending Litigation,Robin Shofner,Robin Shofner,Yes,5/17/24,,,,,,,,
Erin Lind,Real Estate & Land Use,03447-Lind-Real Property Dispute,Real Property Dispute,Erica Shepard,Erica Shepard,Yes,7/16/24,,,,,,,,
"Firefly Tennis, LLC",Corporate & Securities,"03448-Firefly Tennis, LLC-Outside General Counsel Services",Outside General Counsel Services,James Cashel,James Cashel,Yes,1/4/24,,,,,,,,
"Gateway East, LLC",Corporate & Securities,"03501-Gateway East, LLC-General Matter",General Matter,Scott Wiegand,Scott Wiegand,Yes,1/8/24,,,,,,,,
"Fabric Cafe, Inc.",Trademark/Copyright,"03449-Fabric Cafe, Inc.-Trademark Portfolio",Trademark Portfolio,Charles Wallace,Charles Wallace,Yes,7/15/24,,,,,,,,
"Fabric Cafe, Inc.",Trademark/Copyright,"03450-Fabric Cafe Inc.-Fabric Cafe contract review, analysis, negotiation, and drafting","Fabric Cafe contract review, analysis, negotiation, and drafting",Charles Wallace,Charles Wallace,Yes,9/7/23,,,,,,,,
Taulia LLC,Fintech & Financial Services,03451-Taulia LLC-General Fintech,General Fintech,Cary Ullman,Cary Ullman,Yes,7/8/24,,,,,,,,
Jacob Beye,Real Estate & Land Use,03453-Beye-Estate Planning,Estate Planning,Erica Shepard,Erica Shepard,Yes,9/7/23,,,,,,,,
Angler AI Inc.,Corporate & Securities,03457-Angler AI Inc.-General Corporate Matters,General Corporate Matters,Jason Altieri,Jason Altieri,Yes,,,,,,,,,
Compass Visas Inc.,Corporate & Securities,03461-Compass Visas Inc.-Employment and corporate,Employment and corporate,Emma Thompson,Brian Scherer,Yes,9/7/23,,,,,,,,
Rephrase Technology Corp,Corporate & Securities,03462-Rephrase Technology Corp-Sale of Company,Sale of Company,Steve Forbes,Steve Forbes,Yes,7/11/24,,,,,,,,
"Invisible Platforms, Inc.",Corporate & Securities,"03463-Invisible Platforms, Inc.-Corporate matters",Corporate matters,Brian McEvoy,Adam Forest,Yes,7/8/24,,,,,,,,
"Invisible Platforms, Inc.",Patents,"03898-Invisible Platforms, Inc.-Patent Services",Patent Services,,Adam Forest,Yes,1/4/24,,,,,,,,
Nicole Vives and Dany Daya,Corporate & Securities,03464-Nicole Vives and Dany Daya-General outside GC Assistance,General outside GC Assistance,Samer Korkor,Samer Korkor,Yes,4/3/24,,,,,,,,
Equility Enterprises Inc.,Corporate & Securities,03465-Equility Enterprises Inc.-Canadian Co-Founder Documentation,Canadian Co-Founder Documentation,Chuck Kraus,Brian Scherer,Yes,11/6/23,,,,,,,,
Actual Candy LLC,Trademark/Copyright,03466-Actual Candy LLC-Trademark Portfolio,Trademark Portfolio,Shannon Straughan,Shannon Straughan,Yes,,,,,,,,,
Arthroto Industries Inc.,Corporate & Securities,03469-Arthroto Industries Inc.-SAFE Fundraising,SAFE Fundraising,Brian McEvoy,Chuck Kraus,Yes,1/4/24,,,,,,,,
Arthroto Industries Inc.,Real Estate & Land Use,03470-Arthroto Industries Inc.-Real Estate Advice,Real Estate Advice,Marissa Fox,Chuck Kraus,Yes,3/6/24,,,,,,,,
Arthroto Industries Inc.,Corporate & Securities,03471-Arthroto Industries Inc.-General Matters,General Matters,Brian McEvoy,Chuck Kraus,Yes,1/4/24,,,,,,,,
Arthroto Industries Inc.,Trademark/Copyright,03831-Arthroto Industries Inc.-Trademarks,Trademarks,,Chuck Kraus,Yes,12/5/23,,,,,,,,
Tammy and Curtis Andrade,Real Estate & Land Use,03472-Andrade-Estate Planning,Estate Planning,Erica Shepard,Doug Mitchell,Yes,8/22/23,,,,,,,,
Penzar Investment Inc.,Corporate & Securities,03473-Penzar Investment Inc.-Nosy Neighbors Acquisition,Nosy Neighbors Acquisition,Justin McAnaney,Justin McAnaney,Yes,,,,,,,,,
Pull LLC,Patents,03475-Pull LLC-Intellectual Property Services,Intellectual Property Services,Brian Detwiler,James Creedon,Yes,4/30/24,,,,,,,,
Nichols Financial Group,Trademark/Copyright,03476-Nichols Financial Group-Trademark Portfolio,Trademark Portfolio,James Creedon,James Creedon,Yes,4/25/24,,,,,,,,
"IsoForm, Inc.",Corporate & Securities,"03477-IsoForm, Inc.-General Corporate",General Corporate,Trey Calver,Trey Calver,Yes,6/5/24,,,,,,,,
"DRUO, Inc",Fintech & Financial Services,"03480-DRUO, Inc-General Fintech",General Fintech,Cary Ullman,Cary Ullman,Yes,1/25/24,,,,,,,,
Core Enable LLC,Corporate & Securities,03483-Core Enable LLC-Sponsorship agreements,Sponsorship agreements,Nora Wong,Shannon Straughan,Yes,9/7/23,,,,,,,,
Core Enable LLC,Trademark/Copyright,03715-Core Enable LLC-Sponsorship Agreement Template,Sponsorship Agreement Template,Shannon Straughan,Shannon Straughan,Yes,12/5/23,,,,,,,,
Core Enable LLC,,03941-Core Enable LLC-General Counsel services,General Counsel services,Shannon Straughan,Shannon Straughan,Yes,2/5/24,,,,,,,,
Truxx Outfitters LLC,Trademark/Copyright,03484-Truxx Outfitters LLC-Trademark Portfolio,Trademark Portfolio,James Creedon,James Creedon,Yes,4/25/24,,,,,,,,
Truxx Outfitters LLC,Trademark/Copyright,03485-Truxx Outfitters LLC-Contract drafting and review,Contract drafting and review,James Creedon,James Creedon,Yes,10/4/23,,,,,,,,
Siwa Capital LLC,Corporate & Securities,"03486-Siwa Capital LLC-Acquisition of Wavecomm, Inc.","Acquisition of Wavecomm, Inc.",Brian McEvoy,Brian McEvoy,Yes,10/4/23,,,,,,,,
Siwa Capital LLC,Corporate & Securities,03876-Siwa Capital LLC-Family Office Fund Creation,Family Office Fund Creation,Brian McEvoy,Brian McEvoy,Yes,3/6/24,,,,,,,,
EKWB d.o.o.,Corporate & Securities,03487-EKWB d.o.o.-Commercial disputes and prelitigation,Commercial disputes and prelitigation,Brian Elliott,Lindsey Altmeyer,Yes,2/9/24,,,,,,,,
"Bellhop, Inc.",Corporate & Securities,"03489-Bellhop, Inc.-General Corporate",General Corporate,Jason Altieri,Jason Altieri,Yes,1/10/24,,,,,,,,
"Bellhop, Inc.",Corporate & Securities,"03490-Bellhop, Inc.-Corporate and Securities",Corporate and Securities,Jason Altieri,Jason Altieri,Yes,,,,,,,,,
"Bellhop, Inc.",Corporate & Securities,"03491-Bellhop, Inc.-Privacy Review",Privacy Review,Jason Altieri,Jason Altieri,Yes,7/8/24,,,,,,,,
"Floop Edu, Inc.",Corporate & Securities,"03493-Floop Edu, Inc.-Corporate Dissolution and Asset Transfer",Corporate Dissolution and Asset Transfer,Katy Barreto,Brian Scherer,Yes,9/26/23,,,,,,,,
"Get It, LLC",Trademark/Copyright,"03494-Get It, LLC-Respond to Trademark Cease & Desist and Domain Name Sale",Respond to Trademark Cease & Desist and Domain Name Sale,Chris Geyer,Chris Geyer,Yes,7/8/24,,,,,,,,
"Questis, Inc.",Fintech & Financial Services,"03496-Questis, Inc.-General Corporate",General Corporate,Cary Ullman,Cary Ullman,Yes,10/4/23,,,,,,,,
Sheung Cho Wong,Corporate & Securities,03497-Wong-Extraordinary Ability,Extraordinary Ability,Alfred Bridi,Alfred Bridi,Yes,5/7/24,,,,,,,,
Nicest AI,Corporate & Securities,03498-Nicest AI-General Corporate,General Corporate,Dori Karjian,Dori Karjian,Yes,7/8/24,,,,,,,,
Green Light Enterprises LLC,Corporate & Securities,03503-Green Light Enterprises LLC-General Corporate Matters,General Corporate Matters,Scott Wiegand,Scott Wiegand,Yes,1/8/24,,,,,,,,
Clifford Jones,Corporate & Securities,03504-Jones-Allazo Transaction,Allazo Transaction,Justin McAnaney,Justin McAnaney,Yes,1/8/24,,,,,,,,
"Bonus, Inc.",Fintech & Financial Services,"03502-Bonus, Inc.-Product Counsel",Product Counsel,Heather Cantua,Heather Cantua,Yes,5/7/24,,,,,,,,
Jillian Hughes,Real Estate & Land Use,03508-Hughes-Advice and Counsel related to LHBC Equity,Advice and Counsel related to LHBC Equity,Marissa Fox,Marissa Fox,Yes,12/7/23,,,,,,,,
"Lagunita Technologies, Inc.",Corporate & Securities,"03509-Lagunita Technologies, Inc.-Lagunitas Financing",Lagunitas Financing,Jonathan Van Loo,Jonathan Van Loo,Yes,1/4/24,,,,,,,,
"Yuwa, Inc.",Corporate & Securities,"03510-Yuwa, Inc.-Assistance with non-profit formation and registration",Assistance with non-profit formation and registration,Aidan Toombs,Aidan Toombs,Yes,12/5/23,,,,,,,,
"WingWork, Inc.",Corporate & Securities,"03512-WingWork, Inc.-General Corporate Matters",General Corporate Matters,Trey Calver,Trey Calver,Yes,11/6/23,,,,,,,,
Electriflow Finance Inc.,Corporate & Securities,03513-Electriflow Finance Inc.-General Corporate Counseling,General Corporate Counseling,Tyler Hayden,Tyler Hayden,Yes,7/1/24,,,,,,,,
Rounders Brewing Company LLC,Trademark/Copyright,03514-Rounders Brewing Company LLC-Trademark Portfolio,Trademark Portfolio,James Creedon,James Creedon,Yes,4/30/24,,,,,,,,
Lucky Ventures LLC,Trademark/Copyright,03516-Lucky Ventures LLC-Trademark portfolio,Trademark portfolio,Charles Wallace,Charles Wallace,Yes,10/4/23,,,,,,,,
Casandra Karpiak,Corporate & Securities,03517-Karpiak-Squared Media LLC,Squared Media LLC,Chuck Kraus,Chuck Kraus,Yes,10/4/23,,,,,,,,
Pegasus App Inc.,Corporate & Securities,03519-Pegasus App Inc.-Outside General Counsel,Outside General Counsel,Amy Duvanich,Amy Duvanich,Yes,11/7/23,,,,,,,,
"ViveSound, LLC",Corporate & Securities,"03520-ViveSound, LLC-General Corporate Advisory",General Corporate Advisory,Brian Detwiler,Brian Detwiler,Yes,2/5/24,,,,,,,,
